date,open,high,low,close
2012/7/17,8720,8810,8710,8780
2012/7/18,8780,8795,8710,8770
2012/7/19,8805,8835,8765,8780
2012/7/20,8780,8790,8595,8600
2012/7/23,8580,8605,8410,8485
2012/7/24,8490,8515,8370,8390
2012/7/25,8395,8440,8320,8435
2012/7/26,8395,8530,8350,8525
2012/7/27,8550,8720,8505,8700
2012/7/30,8655,8670,8585,8615
2012/7/31,8590,8735,8575,8625
2012/8/1,8610,8680,8570,8645
2012/8/2,8645,8705,8500,8515
2012/8/3,8530,8700,8505,8680
2012/8/6,8685,8775,8680,8765
2012/8/7,8715,8940,8710,8920
2012/8/8,8890,8960,8820,8875
2012/8/9,8860,9000,8855,8950
2012/8/10,8930,8950,8830,8885
2012/8/13,8875,8930,8860,8885
2012/8/14,8900,8990,8890,8955
2012/8/15,8950,8955,8855,8920
2012/8/16,8960,9130,8955,9125
2012/8/17,9115,9215,9085,9190
2012/8/20,9200,9230,9145,9175
2012/8/21,9170,9245,9135,9175
2012/8/22,9155,9160,9070,9085
2012/8/23,9080,9200,9060,9065
2012/8/24,9065,9115,9005,9105
2012/8/27,9130,9150,9075,9105
2012/8/28,9130,9135,8985,9045
2012/8/29,9045,9095,9035,9085
2012/8/30,9065,9070,8900,8935
2012/8/31,8900,8935,8815,8890
2012/9/3,8840,8895,8760,8805
2012/9/4,8800,8810,8720,8750
2012/9/5,8770,8770,8635,8690
2012/9/6,8695,8865,8650,8850
2012/9/7,8870,8940,8800,8850
2012/9/10,8850,8885,8830,8845
2012/9/11,8815,8845,8770,8830
2012/9/12,8815,9000,8815,8955
2012/9/13,8960,9030,8870,8975
2012/9/14,9055,9210,9020,9180
2012/9/18,9100,9115,9030,9070
2012/9/19,9105,9225,9070,9120
2012/9/20,9110,9150,8985,9005
2012/9/21,9050,9095,9035,9060
2012/9/24,9015,9030,8940,8960
2012/9/25,8975,9050,8960,9015
2012/9/26,8935,8965,8830,8860
2012/9/27,8865,8975,8845,8970
2012/9/28,8980,8990,8815,8860
2012/10/1,8820,8870,8760,8840
2012/10/2,8825,8850,8760,8765
2012/10/3,8780,8815,8730,8785
2012/10/4,8795,8890,8740,8845
2012/10/5,8855,8945,8800,8905
2012/10/9,8820,8850,8660,8695
2012/10/10,8650,8660,8545,8560
2012/10/11,8520,8635,8515,8595
2012/10/12,8540,8600,8520,8550
2012/10/15,8530,8660,8490,8640
2012/10/16,8655,8790,8645,8785
2012/10/17,8775,8870,8760,8850
2012/10/18,8880,9000,8875,8940
2012/10/19,8955,9025,8875,8880
2012/10/22,8875,9070,8870,9005
2012/10/23,9070,9085,8875,8920
2012/10/24,8910,9055,8905,8975
2012/10/25,8965,9125,8950,9065
2012/10/26,9065,9085,8900,8960
2012/10/29,8960,8995,8880,8935
2012/10/30,8955,9010,8815,8900
2012/10/31,8930,8990,8905,8930
2012/11/1,8940,9040,8870,9025
2012/11/2,9065,9100,9030,9040
2012/11/5,9000,9045,8970,8980
2012/11/6,8990,9050,8960,9040
2012/11/7,9040,9040,8810,8850
2012/11/8,8870,8895,8770,8780
2012/11/9,8755,8790,8655,8780
2012/11/12,8710,8730,8670,8705
2012/11/13,8720,8730,8620,8690
2012/11/14,8670,8785,8650,8725
2012/11/15,8700,8890,8680,8845
2012/11/16,8900,9075,8895,9050
2012/11/19,9155,9200,9115,9195
2012/11/20,9195,9200,9085,9185
2012/11/21,9210,9315,9160,9310
2012/11/22,9350,9450,9305,9420
2012/11/26,9470,9495,9345,9365
2012/11/27,9375,9460,9365,9400
2012/11/28,9375,9410,9215,9325
2012/11/29,9375,9465,9350,9430
2012/11/30,9450,9535,9380,9505
2012/12/3,9495,9530,9440,9465
2012/12/4,9435,9460,9400,9400
2012/12/5,9385,9525,9380,9515
2012/12/6,9530,9570,9500,9505
2012/12/7,9545,9575,9465,9520
2012/12/10,9575,9585,9470,9540
2012/12/11,9515,9580,9490,9570
2012/12/12,9600,9695,9565,9695
2012/12/13,9685,9785,9675,9705
2012/12/14,9705,9775,9670,9745
2012/12/17,9920,9925,9760,9825
2012/12/18,9840,10035,9835,10030
2012/12/19,10040,10185,10010,10140
2012/12/20,10095,10150,10015,10110
2012/12/21,10150,10175,9915,9990
2012/12/25,10115,10130,10025,10100
2012/12/26,10130,10345,10110,10340
2012/12/27,10315,10410,10305,10355
2012/12/28,10435,10450,10350,10370
2013/1/4,10750,10805,10650,10750
2013/1/7,10740,10745,10535,10575
2013/1/8,10545,10600,10365,10405
2013/1/9,10395,10635,10395,10625
2013/1/10,10640,10755,10620,10755
2013/1/11,10810,10920,10745,10885
2013/1/15,10920,10960,10765,10845
2013/1/16,10820,10825,10465,10640
2013/1/17,10665,10830,10425,10805
2013/1/18,10845,10975,10800,10920
2013/1/21,10950,10955,10705,10795
2013/1/22,10765,10860,10545,10580
2013/1/23,10565,10660,10425,10460
2013/1/24,10440,10830,10435,10785
2013/1/25,10835,11070,10805,10965
2013/1/28,11000,11005,10720,10785
2013/1/29,10740,10945,10735,10860
2013/1/30,10915,11185,10900,11100
2013/1/31,11055,11150,10995,11110
2013/2/1,11180,11285,11105,11285
2013/2/4,11250,11330,11135,11155
2013/2/5,11095,11240,11010,11215
2013/2/6,11290,11505,11280,11375
2013/2/7,11360,11450,11215,11275
2013/2/8,11240,11300,11040,11175
2013/2/12,11405,11465,11310,11335
2013/2/13,11325,11370,11190,11330
2013/2/14,11275,11360,11205,11245
2013/2/15,11235,11340,11060,11305
2013/2/18,11335,11460,11320,11400
2013/2/19,11345,11435,11325,11430
2013/2/20,11480,11555,11435,11495
2013/2/21,11405,11440,11200,11205
2013/2/22,11235,11480,11165,11470
2013/2/25,11610,11685,11520,11555
2013/2/26,11355,11525,11265,11330
2013/2/27,11425,11430,11215,11380
2013/2/28,11420,11575,11415,11495
2013/3/1,11480,11720,11470,11720
2013/3/4,11705,11770,11630,11705
2013/3/5,11740,11850,11665,11845
2013/3/6,11830,12035,11805,12025
2013/3/7,12035,12115,11885,12095
2013/3/8,12035,12400,12010,12295
2013/3/11,12290,12345,12230,12295
2013/3/12,12375,12395,12135,12165
2013/3/13,12190,12295,12150,12290
2013/3/14,12275,12415,12180,12280
2013/3/15,12370,12495,12335,12395
2013/3/18,12265,12365,12145,12345
2013/3/19,12365,12440,12280,12320
2013/3/21,12525,12615,12460,12460
2013/3/22,12425,12455,12270,12375
2013/3/25,12450,12545,12265,12365
2013/3/26,12395,12480,12360,12445
2013/3/27,12500,12535,12370,12470
2013/3/28,12460,12475,12285,12370
2013/3/29,12415,12440,12330,12410
2013/4/1,12395,12400,12020,12055
2013/4/2,12050,12200,11805,12175
2013/4/3,12205,12380,12145,12150
2013/4/4,12175,13000,12080,12990
2013/4/5,13150,13245,12770,13065
2013/4/8,13240,13365,13095,13365
2013/4/9,13335,13350,13135,13325
2013/4/10,13190,13500,13180,13450
2013/4/11,13435,13535,13380,13500
2013/4/12,13445,13535,13345,13410
2013/4/15,13340,13410,13200,13200
2013/4/16,12990,13410,12945,13315
2013/4/17,13340,13420,13135,13205
2013/4/18,13270,13390,13205,13275
2013/4/19,13300,13505,13200,13485
2013/4/22,13580,13625,13495,13580
2013/4/23,13550,13720,13490,13710
2013/4/24,13705,13935,13705,13910
2013/4/25,13870,14035,13835,14035
2013/4/26,13980,14000,13765,13770
2013/4/30,13835,13900,13780,13865
2013/5/1,13835,13850,13750,13760
2013/5/2,13745,13895,13640,13880
2013/5/7,14115,14255,14060,14245
2013/5/8,14205,14440,14200,14330
2013/5/9,14360,14480,14180,14480
2013/5/10,14550,14795,14515,14735
2013/5/13,14780,14860,14735,14860
2013/5/14,14830,15095,14755,15045
2013/5/15,15025,15235,15010,15150
2013/5/16,15180,15185,14880,14985
2013/5/17,14960,15335,14905,15300
2013/5/20,15295,15395,15265,15325
2013/5/21,15280,15515,15270,15485
2013/5/22,15465,15995,15465,15850
2013/5/23,15755,15955,13985,14580
2013/5/24,14845,15020,13975,14250
2013/5/27,14160,14315,13680,13910
2013/5/28,13960,14660,13930,14435
2013/5/29,14525,14545,13835,13935
2013/5/30,13980,14090,13535,13810
2013/5/31,13885,13930,13425,13560
2013/6/3,13525,13540,12925,12960
2013/6/4,13200,13715,13060,13550
2013/6/5,13550,13750,12885,13015
2013/6/6,12910,13240,12290,12615
2013/6/7,12690,13300,12485,13275
2013/6/10,13350,13725,13195,13545
2013/6/11,13525,13590,12965,12990
2013/6/12,13075,13395,12855,13035
2013/6/13,12950,12970,12400,12860
2013/6/14,12895,12910,12470,12500
2013/6/17,12560,13195,12540,13045
2013/6/18,13000,13300,12910,13240
2013/6/19,13275,13295,13055,13195
2013/6/20,13100,13280,12920,12970
2013/6/21,12705,13450,12680,13220
2013/6/24,13440,13475,12800,12970
2013/6/25,13080,13235,12750,13140
2013/6/26,13200,13210,12780,13010
2013/6/27,12965,13435,12865,13410
2013/6/28,13380,13775,13345,13750
2013/7/1,13765,14035,13560,13950
2013/7/2,13965,14310,13900,14260
2013/7/3,14180,14185,13765,14005
2013/7/4,13980,14185,13940,14130
2013/7/5,14160,14450,14155,14335
2013/7/8,14470,14510,14060,14300
2013/7/9,14295,14495,14180,14435
2013/7/10,14450,14570,14240,14320
2013/7/11,14280,14550,14255,14480
2013/7/12,14470,14590,14415,14490
2013/7/16,14600,14655,14455,14460
2013/7/17,14505,14695,14450,14665
2013/7/18,14660,14990,14650,14965
2013/7/19,14925,14965,14405,14765
2013/7/22,14775,14790,14515,14640
2013/7/23,14575,14860,14535,14720
2013/7/24,14720,14810,14625,14680
2013/7/25,14740,14755,14290,14385
2013/7/26,14345,14380,13845,13915
2013/7/29,13875,13960,13515,13525
2013/7/30,13640,13915,13610,13725
2013/7/31,13715,13840,13505,13645
2013/8/1,13665,14250,13640,14225
2013/8/2,14185,14520,14150,14345
2013/8/5,14320,14375,14205,14280
2013/8/6,14220,14415,14015,14195
2013/8/7,14095,14145,13760,13795
2013/8/8,13800,14045,13390,13610
2013/8/9,13680,13760,13500,13595
2013/8/12,13495,13665,13410,13550
2013/8/13,13705,13955,13680,13950
2013/8/14,13940,14055,13735,13890
2013/8/15,13820,13985,13565,13600
2013/8/16,13530,13735,13515,13630
2013/8/19,13640,13795,13575,13680
2013/8/20,13630,13735,13320,13435
2013/8/21,13425,13500,13240,13305
2013/8/22,13310,13635,13220,13595
2013/8/23,13625,13775,13585,13685
2013/8/26,13710,13740,13555,13630
2013/8/27,13540,13680,13255,13270
2013/8/28,13200,13445,13185,13445
2013/8/29,13385,13635,13365,13555
2013/8/30,13580,13630,13275,13320
2013/9/2,13445,13750,13410,13730
2013/9/3,13745,14020,13745,13790
2013/9/4,13870,14155,13835,14120
2013/9/5,14145,14170,13965,14070
2013/9/6,14080,14090,13690,13930
2013/9/9,14330,14350,14110,14270
2013/9/10,14325,14570,14285,14555
2013/9/11,14510,14570,14365,14470
2013/9/12,14400,14460,14130,14225
2013/9/13,14275,14380,14165,14310
2013/9/17,14395,14425,14255,14400
2013/9/18,14360,14575,14345,14450
2013/9/19,14625,14880,14520,14730
2013/9/20,14735,14775,14640,14695
2013/9/24,14575,14770,14540,14750
2013/9/25,14685,14710,14505,14560
2013/9/26,14540,14875,14420,14775
2013/9/27,14795,14840,14590,14655
2013/9/30,14510,14635,14345,14485
2013/10/1,14530,14670,14360,14505
2013/10/2,14495,14590,14025,14165
2013/10/3,14145,14230,13985,14115
2013/10/4,14050,14160,13940,14115
2013/10/7,14070,14085,13755,13875
2013/10/8,13805,13940,13750,13785
2013/10/9,13785,14095,13765,14095
2013/10/10,14110,14385,14080,14385
2013/10/11,14320,14495,14305,14460
2013/10/15,14515,14530,14420,14440
2013/10/16,14460,14650,14420,14625
2013/10/17,14645,14685,14455,14570
2013/10/18,14600,14665,14510,14655
2013/10/21,14635,14750,14630,14685
2013/10/22,14690,14840,14650,14760
2013/10/23,14775,14800,14255,14295
2013/10/24,14360,14510,14275,14410
2013/10/25,14450,14455,14095,14175
2013/10/28,14275,14410,14195,14335
2013/10/29,14280,14465,14225,14455
2013/10/30,14480,14590,14430,14455
2013/10/31,14475,14530,14325,14440
2013/11/1,14415,14420,14125,14310
2013/11/5,14315,14325,14125,14200
2013/11/6,14155,14420,14130,14405
2013/11/7,14360,14410,14105,14150
2013/11/8,14040,14250,14025,14235
2013/11/11,14300,14360,14215,14345
2013/11/12,14305,14595,14290,14515
2013/11/13,14525,14660,14495,14650
2013/11/14,14675,15085,14670,15045
2013/11/15,15060,15375,15005,15280
2013/11/18,15270,15290,15075,15250
2013/11/19,15115,15270,15025,15215
2013/11/20,15185,15230,15065,15200
2013/11/21,15200,15540,15175,15525
2013/11/22,15555,15600,15310,15500
2013/11/25,15530,15640,15470,15570
2013/11/26,15500,15590,15390,15420
2013/11/27,15420,15640,15420,15620
2013/11/28,15630,15735,15620,15685
2013/11/29,15665,15745,15505,15680
2013/12/2,15670,15850,15585,15835
2013/12/3,15765,15805,15470,15485
2013/12/4,15505,15580,15280,15350
2013/12/5,15360,15435,15080,15090
2013/12/6,15110,15600,15100,15585
2013/12/9,15595,15700,15555,15685
2013/12/10,15635,15640,15450,15510
2013/12/11,15510,15570,15305,15325
2013/12/12,15355,15525,15230,15470
2013/12/13,15470,15555,15250,15440
2013/12/16,15415,15420,15150,15350
2013/12/17,15305,15340,15210,15245
2013/12/18,15260,15650,15260,15605
2013/12/19,15870,15910,15745,15775
2013/12/20,15775,15910,15750,15890
2013/12/24,15990,16050,15855,15885
2013/12/25,15850,16155,15850,16125
2013/12/26,16100,16260,16095,16200
2013/12/27,16220,16315,16060,16255
2013/12/30,16280,16335,16185,16275
2014/1/6,16115,16150,15715,15765
2014/1/7,15825,15965,15750,15920
2014/1/8,15945,16135,15905,16020
2014/1/9,15980,15995,15810,15875
2014/1/10,15830,15980,15710,15785
2014/1/14,15545,15635,15375,15625
2014/1/15,15670,15855,15635,15825
2014/1/16,15840,15945,15595,15680
2014/1/17,15680,15840,15620,15760
2014/1/20,15720,15730,15565,15695
2014/1/21,15710,15900,15700,15730
2014/1/22,15735,15875,15620,15820
2014/1/23,15905,15970,15435,15455
2014/1/24,15450,15490,14955,15015
2014/1/27,14955,15105,14780,14865
2014/1/28,15020,15150,14945,15105
2014/1/29,15195,15380,14920,14955
2014/1/30,15025,15215,14845,15205
2014/1/31,15145,15160,14580,14720
2014/2/3,14780,14850,14145,14210
2014/2/4,14200,14310,13930,14295
2014/2/5,14280,14285,13980,14155
2014/2/6,14235,14445,14100,14425
2014/2/7,14400,14635,14305,14615
2014/2/10,14675,14735,14560,14625
2014/2/12,14830,14875,14680,14755
2014/2/13,14775,14780,14315,14520
2014/2/14,14525,14680,14225,14415
2014/2/17,14335,14530,14185,14485
2014/2/18,14505,14900,14430,14800
2014/2/19,14715,14800,14660,14710
2014/2/20,14690,14725,14365,14540
2014/2/21,14605,14900,14605,14825
2014/2/24,14780,15035,14640,15005
2014/2/25,14975,15090,14835,14925
2014/2/26,14885,15085,14870,15000
2014/2/27,14940,15020,14695,14845
2014/2/28,14910,15000,14730,14965
2014/3/3,14650,14680,14435,14475
2014/3/4,14535,14975,14530,14955
2014/3/5,14925,14995,14870,14905
2014/3/6,14935,15330,14865,15315
2014/3/7,15265,15435,15145,15255
2014/3/10,15190,15275,15085,15130
2014/3/11,15190,15275,15025,15070
2014/3/12,14990,15015,14680,14800
2014/3/13,14845,14935,14275,14370
2014/3/14,14370,14390,14040,14240
2014/3/17,14185,14430,14115,14395
2014/3/18,14455,14460,14190,14370
2014/3/19,14430,14590,14210,14425
2014/3/20,14460,14465,14110,14295
2014/3/24,14200,14445,14185,14305
2014/3/25,14280,14445,14215,14360
2014/3/26,14420,14490,14305,14375
2014/3/27,14275,14675,14235,14545
2014/3/28,14570,14850,14530,14810
2014/3/31,14840,14895,14720,14810
2014/4/1,14865,14880,14740,14880
2014/4/2,14910,15085,14895,15010
2014/4/3,15030,15185,14990,15040
2014/4/4,15000,15175,14860,14860
2014/4/7,14870,14910,14720,14740
2014/4/8,14730,14760,14355,14385
2014/4/9,14450,14520,14285,14415
2014/4/10,14510,14520,14010,14070
2014/4/11,13970,14090,13840,13905
2014/4/14,13880,14150,13875,14090
2014/4/15,14080,14125,13900,14015
2014/4/16,14175,14445,14160,14430
2014/4/17,14400,14505,14355,14485
2014/4/18,14500,14550,14450,14525
2014/4/21,14545,14660,14500,14550
2014/4/22,14590,14615,14350,14480
2014/4/23,14500,14565,14430,14470
2014/4/24,14560,14575,14275,14340
2014/4/25,14385,14570,14270,14285
2014/4/28,14280,14395,14225,14295
2014/4/30,14425,14435,14210,14270
2014/5/1,14350,14500,14345,14445
2014/5/2,14440,14570,14365,14380
2014/5/7,14285,14285,14025,14125
2014/5/8,14150,14260,14100,14150
2014/5/9,14100,14275,14090,14160
2014/5/12,14175,14305,14130,14305
2014/5/13,14380,14475,14380,14400
2014/5/14,14390,14430,14290,14310
2014/5/15,14270,14350,14025,14055
2014/5/16,14080,14160,14010,14125
2014/5/19,14140,14160,13905,14075
2014/5/20,14090,14150,13960,13970
2014/5/21,13970,14230,13965,14195
2014/5/22,14190,14435,14150,14415
2014/5/23,14400,14600,14395,14585
2014/5/26,14580,14630,14530,14620
2014/5/27,14585,14750,14555,14635
2014/5/28,14645,14725,14560,14640
2014/5/29,14580,14720,14575,14685
2014/5/30,14710,14750,14580,14715
2014/6/2,14775,15075,14770,15055
2014/6/3,15095,15100,14960,15060
2014/6/4,15080,15150,14985,15150
2014/6/5,15120,15165,15015,15140
2014/6/6,15135,15195,15040,15170
2014/6/9,15210,15215,15090,15145
2014/6/10,15135,15190,14910,14975
2014/6/11,14995,15075,14915,14945
2014/6/12,14945,15030,14855,14855
2014/6/13,14810,15135,14810,15050
2014/6/16,15030,15045,14850,14945
2014/6/17,14960,15050,14940,15010
2014/6/18,15000,15140,14990,15070
2014/6/19,15130,15385,15125,15345
2014/6/20,15340,15475,15290,15450
2014/6/23,15410,15435,15265,15290
2014/6/24,15290,15475,15240,15385
2014/6/25,15290,15340,15210,15325
2014/6/26,15325,15350,15215,15310
2014/6/27,15295,15300,15025,15115
2014/6/30,15160,15195,15045,15170
2014/7/1,15170,15430,15140,15410
2014/7/2,15410,15450,15345,15400
2014/7/3,15415,15450,15320,15430
2014/7/4,15505,15510,15415,15450
2014/7/7,15435,15480,15315,15335
2014/7/8,15305,15395,15205,15235
2014/7/9,15195,15351,15180,15350
2014/7/10,15315,15330,15005,15130
2014/7/11,15105,15225,15100,15175
2014/7/14,15190,15385,15170,15370
2014/7/15,15355,15445,15320,15365
2014/7/16,15365,15470,15350,15440
2014/7/17,15425,15470,15285,15315
2014/7/18,15185,15340,15100,15310
2014/7/22,15285,15395,15280,15385
2014/7/23,15355,15380,15310,15350
2014/7/24,15345,15390,15230,15350
2014/7/25,15355,15545,15340,15420
2014/7/28,15425,15560,15425,15545
2014/7/29,15565,15700,15555,15665
2014/7/30,15635,15755,15590,15750
2014/7/31,15750,15770,15510,15565
2014/8/1,15505,15610,15400,15450
2014/8/4,15490,15540,15390,15450
2014/8/5,15500,15510,15230,15275
2014/8/6,15260,15270,15010,15070
2014/8/7,15145,15245,15050,15070
2014/8/8,15030,15070,14655,14965
2014/8/11,15070,15190,14970,15165
2014/8/12,15150,15240,15075,15090
2014/8/13,15120,15330,15100,15315
2014/8/14,15285,15340,15235,15295
2014/8/15,15310,15385,15200,15235
2014/8/18,15335,15430,15300,15425
2014/8/19,15445,15480,15410,15470
2014/8/20,15480,15490,15400,15450
2014/8/21,15525,15635,15515,15625
2014/8/22,15615,15625,15440,15550
2014/8/25,15585,15630,15550,15600
2014/8/26,15595,15615,15460,15550
2014/8/27,15550,15590,15450,15490
2014/8/28,15490,15490,15340,15405
2014/8/29,15415,15470,15350,15430
2014/9/1,15460,15485,15440,15475
2014/9/2,15525,15850,15515,15765
2014/9/3,15795,15840,15695,15725
2014/9/4,15705,15770,15610,15765
2014/9/5,15800,15805,15560,15645
2014/9/8,15720,15790,15655,15745
2014/9/9,15800,15805,15675,15735
2014/9/10,15660,15890,15655,15870
2014/9/11,15900,15930,15735,15780
2014/9/12,15860,15920,15800,15800
2014/9/16,15840,15920,15760,15895
2014/9/17,15875,15895,15790,15850
2014/9/18,15950,16150,15920,16125
2014/9/19,16100,16295,16095,16190
2014/9/22,16180,16210,16080,16110
2014/9/24,16010,16240,16005,16240
2014/9/25,16250,16360,16095,16110
2014/9/26,16115,16350,16110,16350
2014/9/29,16355,16360,16160,16270
2014/9/30,16240,16250,16070,16165
2014/10/1,16170,16245,15900,15915
2014/10/2,15915,15940,15370,15510
2014/10/3,15640,15950,15560,15920
2014/10/6,15900,15980,15750,15805
2014/10/7,15820,15925,15620,15645
2014/10/8,15570,15655,15455,15620
2014/10/9,15680,15745,15290,15340
2014/10/10,15300,15405,15175,15230
2014/10/14,14950,15115,14800,14985
2014/10/15,15015,15100,14480,14550
2014/10/16,14710,14820,14370,14750
2014/10/17,14805,14840,14525,14790
2014/10/20,14920,15120,14900,15100
2014/10/21,15110,15115,14760,14990
2014/10/22,15070,15275,14995,15135
2014/10/23,15115,15450,15060,15440
2014/10/24,15370,15430,15230,15410
2014/10/27,15400,15440,15255,15300
2014/10/28,15345,15410,15260,15370
2014/10/29,15425,15630,15390,15560
2014/10/30,15605,15870,15570,15870
2014/10/31,15830,16985,15830,16955
2014/11/4,17175,17200,16660,16880
2014/11/5,16790,17125,16780,17020
2014/11/6,17010,17100,16725,16915
2014/11/7,16950,16960,16675,16730
2014/11/10,16750,16915,16700,16885
2014/11/11,16870,17340,16855,17265
2014/11/12,17265,17465,17045,17220
2014/11/13,17195,17500,17110,17415
2014/11/14,17485,17520,17305,17425
2014/11/17,17400,17425,16890,17170
2014/11/18,17195,17415,17185,17345
2014/11/19,17375,17485,17285,17380
2014/11/20,17410,17425,17120,17270
2014/11/21,17280,17545,17100,17400
2014/11/25,17500,17510,17325,17390
2014/11/26,17350,17445,17305,17330
2014/11/27,17330,17360,17180,17290
2014/11/28,17335,17510,17330,17450
2014/12/1,17460,17660,17405,17505
2014/12/2,17460,17825,17460,17770
2014/12/3,17780,17890,17695,17870
2014/12/4,17895,17920,17730,17840
2014/12/5,17815,18110,17760,18085
2014/12/8,18000,18035,17770,17785
2014/12/9,17795,17900,17310,17510
2014/12/10,17590,17635,17225,17275
2014/12/11,17150,17540,17035,17530
2014/12/12,17290,17530,17145,17250
2014/12/15,17050,17260,16615,16785
2014/12/16,16830,16895,16440,16740
2014/12/17,16660,17080,16645,17040
2014/12/18,17195,17585,17165,17535
2014/12/19,17550,17750,17465,17680
2014/12/22,17680,17740,17560,17725
2014/12/24,17840,17875,17760,17820
2014/12/25,17790,17835,17705,17750
2014/12/26,17780,17930,17775,17905
2014/12/29,17930,17935,17520,17690
2014/12/30,17725,17730,17200,17320
2015/1/5,17350,17555,17045,17070
2015/1/6,17045,17095,16545,16695
2015/1/7,16765,17170,16760,17140
2015/1/8,17055,17385,17000,17355
2015/1/9,17350,17360,16915,16930
2015/1/13,16955,17230,16820,17030
2015/1/14,16940,17035,16530,16670
2015/1/15,16835,17195,16730,16845
2015/1/16,16730,17050,16540,17035
2015/1/19,17020,17130,16905,17050
2015/1/20,17075,17485,17060,17320
2015/1/21,17310,17345,17075,17300
2015/1/22,17305,17420,17145,17410
2015/1/23,17540,17590,17335,17420
2015/1/26,17280,17690,17275,17670
2015/1/27,17640,17765,17485,17625
2015/1/28,17590,17875,17590,17790
2015/1/29,17630,17785,17570,17735
2015/1/30,17775,17810,17520,17565
2015/2/2,17515,17635,17460,17550
2015/2/3,17650,17655,17265,17505
2015/2/4,17565,17745,17530,17645
2015/2/5,17605,17710,17475,17640
2015/2/6,17690,17920,17600,17895
2015/2/9,17795,17805,17600,17635
2015/2/10,17630,17825,17540,17810
2015/2/12,17940,18000,17700,17855
2015/2/13,17895,18090,17855,18075
2015/2/16,18010,18065,17955,17965
2015/2/17,17930,18080,17890,18070
2015/2/18,18095,18335,18080,18315
2015/2/19,18230,18380,18210,18350
2015/2/20,18335,18445,18270,18415
2015/2/23,18500,18515,18400,18465
2015/2/24,18470,18700,18430,18640
2015/2/25,18630,18655,18550,18635
2015/2/26,18590,18920,18585,18880
2015/2/27,18850,18875,18715,18840
2015/3/2,18870,18990,18770,18875
2015/3/3,18910,18915,18655,18695
2015/3/4,18720,18735,18565,18690
2015/3/5,18670,18920,18650,18840
2015/3/6,18820,19095,18815,18890
2015/3/9,18870,18895,18700,18895
2015/3/10,18885,18920,18505,18550
2015/3/11,18575,18840,18570,18745
2015/3/12,18780,19120,18765,19095
2015/3/13,19070,19275,19040,19155
2015/3/16,19150,19395,19140,19365
2015/3/17,19330,19475,19275,19350
2015/3/18,19325,19485,19305,19380
2015/3/19,19400,19470,19220,19360
2015/3/20,19410,19600,19325,19560
2015/3/23,19570,19700,19545,19640
2015/3/24,19625,19730,19555,19660
2015/3/25,19645,19690,19445,19540
2015/3/26,19520,19535,19025,19375
2015/3/27,19390,19615,19095,19315
2015/3/30,19310,19610,19235,19595
2015/3/31,19615,19630,19185,19270
2015/4/1,19205,19235,18935,19140
2015/4/2,19140,19450,19120,19340
2015/4/3,19330,19555,19310,19350
2015/4/6,19295,19595,19250,19580
2015/4/7,19555,19860,19505,19805
2015/4/8,19755,19910,19710,19855
2015/4/9,19870,20000,19840,19980
2015/4/10,20025,20025,19855,19985
2015/4/13,19985,20000,19835,19875
2015/4/14,19840,19970,19785,19840
2015/4/15,19850,19935,19835,19860
2015/4/16,19870,19910,19760,19835
2015/4/17,19815,19835,19480,19535
2015/4/20,19540,19740,19495,19730
2015/4/21,19740,20080,19690,20005
2015/4/22,20020,20240,20000,20235
2015/4/23,20240,20275,20105,20155
2015/4/24,20150,20155,20025,20045
2015/4/27,20080,20160,19915,20080
2015/4/28,20095,20150,19930,20025
2015/4/30,19805,19820,19380,19490
2015/5/1,19520,19685,19410,19685
2015/5/7,19365,19465,19040,19360
2015/5/8,19375,19690,19300,19665
2015/5/11,19650,19690,19575,19650
2015/5/12,19590,19670,19455,19520
2015/5/13,19565,19850,19500,19685
2015/5/14,19670,19730,19475,19650
2015/5/15,19710,19865,19605,19735
2015/5/18,19750,19945,19745,19940
2015/5/19,19985,20195,19945,20180
2015/5/20,20170,20295,20160,20235
2015/5/21,20220,20330,20145,20210
2015/5/22,20220,20390,20130,20370
2015/5/25,20345,20480,20320,20410
2015/5/26,20435,20550,20325,20335
2015/5/27,20375,20640,20370,20635
2015/5/28,20615,20665,20445,20495
2015/5/29,20510,20645,20375,20465
2015/6/1,20455,20630,20415,20625
2015/6/2,20615,20625,20420,20465
2015/6/3,20440,20580,20395,20560
2015/6/4,20560,20565,20360,20410
2015/6/5,20415,20620,20360,20570
2015/6/8,20550,20560,20310,20315
2015/6/9,20295,20340,19925,20125
2015/6/10,20115,20270,20010,20200
2015/6/11,20180,20545,20180,20470
2015/6/12,20430,20440,20245,20290
2015/6/15,20210,20395,20205,20320
2015/6/16,20310,20360,20115,20265
2015/6/17,20290,20310,20115,20195
2015/6/18,20190,20195,19870,20130
2015/6/19,20140,20225,20055,20130
2015/6/22,20150,20590,20145,20540
2015/6/23,20540,20895,20520,20885
2015/6/24,20870,20955,20700,20720
2015/6/25,20765,20860,20740,20780
2015/6/26,20780,20885,20655,20870
2015/6/29,20200,20365,20085,20180
2015/6/30,20160,20380,20110,20270
2015/7/1,20290,20620,20230,20505
2015/7/2,20550,20600,20455,20455
2015/7/3,20470,20565,20430,20460
2015/7/6,20160,20370,20000,20240
2015/7/7,20365,20460,20090,20260
2015/7/8,20280,20320,19360,19390
2015/7/9,19350,19903,19105,19690
2015/7/10,19820,20090,19715,20000
2015/7/13,19950,20375,19910,20325
2015/7/14,20350,20495,20320,20490
2015/7/15,20470,20620,20390,20565
